"name","other_names","air_dates","air_days","country","duration_mins","episodes","genres","native_name","original_network","mdl_popularity","mdl_rank","mdl_rating","mdl_num_ratings","mdl_tags","mdl_num_watchers"
"BORDER","Border ~ Keishichou Sousa Ikka Satsujinhan Sousa Dai 4-gakkari","Apr 10, 2014 - Jun  5, 2014","Thursday","Japan","54","9","Psychological,Investigation,Detective,Mystery,Thriller,Crime,Supernatural","BORDER 警視庁捜査一課殺人犯捜査第4係","TV Asahi","940","938","8.3","1875","Calm Male Lead,Ghost-seeing Male Lead,Ghost","4366"
"Mask","Doppelganger,Gamyeon","May 27, 2015 - Jul 30, 2015","Wednesday,Thursday","South Korea","60","20","Suspense,Psychological,Drama,Romance,Melodrama","가면","SBS","180","939","8.2","8158","Aquaphobia,Hidden Identity,Hate To Love,Makjang,Cohabitation,Married Couple,Faked Death,Trauma,Debt,Strong Female Lead","16380"
"Love Playlist","연플리 파일럿","Mar  9, 2017 - Apr  1, 2017","Saturday,Thursday","South Korea","5","8","School,Friendship,Life,Drama,Romance","연애플레이리스트 시즌1","Naver TV Cast,vLive","1227","942","8.3","1434","Older Woman/Younger Man,Multiple Mains,College Life,Web Series,Miniseries,Multiple Couples","3421"
"Children of a Lesser God","Jakeun Shinui Aideul,Children of the Lesser God,Jageun Sinui Aideul","Mar  3, 2018 - Apr 22, 2018","Saturday,Sunday","South Korea","60","16","Suspense,Investigation,Detective,Mystery,Supernatural","작은 신의 아이들","OCN","1301","944","8.3","763","Funny Character,Church,Cult,Future Seeing Female Lead,Police Officer,Shamanism,Smart Male Lead,Painful Past,Dissociative Amnesia,Murder","3237"
"Just Dance","國標舞女孩,Dance Sports Girls,Dancesport Girls,Ttaenppogeoljeu,Ddaenbbogeorjeu","Dec  3, 2018 - Dec 25, 2018","Monday,Tuesday","South Korea","30","16","School,Friendship,Life,Drama,Romance,Youth,Sports","땐뽀걸즈","KBS2","1528","945","8.3","833","Dance Competition,Dance,Single Mother,High School,Sismance,Coming Of Age,Overcoming Struggles,Youth Romance,Overcoming Prejudice,Love Confession","2705"
"Catch the Ghost","Catch Yoo-Ryung,Catch Yoo Ryung,Yooryungeul Jabara","Oct 21, 2019 - Dec 10, 2019","Monday,Tuesday","South Korea","65","16","Comedy,Drama,Investigation,Romance,Melodrama","유령을 잡아라","tvN","722","946","8.3","1988","Subway Station,Nice Male Lead,Police,Team Work,Smart Female Lead,Character Development,Serial Killer,Impulsive Female Lead,Strong Male Lead,Strong Female Lead","5647"
"My Girlfriend is a Gumiho","My Girlfriend is Gumiho,My Girlfriend is a Nine-Tailed Fox,Nae Yeojachinguneun Gumiho","Aug 11, 2010 - Sep 30, 2010","Wednesday,Thursday","South Korea","70","16","Fantasy,Comedy,Drama,Romance,Supernatural","내 여자친구는 구미호","SBS","33","948","8.2","21486","Actor Playing Actor,Mythical Being,Obsession,Gumiho,Myth,Nine-tailed Fox,Noble Sacrifice,Female Chases Male First,Interspecies Romance,Star Crossed Lovers","37922"
"Journey to the West","Xi You Ji","Oct  1, 1986 - Nov 30, 1987","","China","45","25","Fantasy,Adventure","西游记","CCTV","6819","950","0","0","Journey To The West","301"
"Love Sick","Love Sick - The Series,Love Sick The Series","Jul  6, 2014 - Sep 21, 2014","Sunday","Thailand","45","12","School,Friendship,Drama,Youth,Romance","รักวุ่น วัยรุ่นแสบ","Channel 9","480","953","8.2","4134","Pretend Relationship,Adapted From A Novel,Gay Character,High School,Confused Male Lead,LGBTQ+,Acceptance,Gay Relationship","7950"
"Karamazov no Kyodai","Karamazov no Kyoudai,Brothers Karamazov","Jan 12, 2013 - Mar 23, 2013","Saturday","Japan","36","11","Suspense,Detective,Crime,Psychological","カラマーゾフの兄弟","Fuji TV","1913","955","0","0","Adapted From A Novel,Child Abandonment,Family Secret,Corruption,Sibling,Playboy Male Lead,Controlling Parent,Murder","2100"
"Rich Man, Poor Woman","Ricchiman Puauman","Jul  9, 2012 - Sep 17, 2012","Monday","Japan","46","11","Business,Comedy,Friendship,Romance,Melodrama","リッチマン、プアウーマン","Fuji TV","127","957","8.2","10712","Long Distance Relationship,Bromance,Prosopagnosia,Smart Female Lead,Entrepreneur,Rich Man/Poor Woman,Eccentric Male Lead,Smart Male Lead,Lovers Separated,Prodigy","19421"
"Legend of Lu Zhen","女相,陆贞传奇,Female Prime Minister,Lu Zhen Chuan Qi,Nu Xiang","May  5, 2013 - May 29, 2013","Friday,Monday,Thursday,Wednesday,Tuesday","China","45","59","Historical,Romance,Tragedy","陸貞傳奇","Hunan TV","1325","954","8.3","1133","Strong Female Lead,Power Struggle","3152"
"In Time With You","Wo Ke Neng Bu Hui Ai Ni,我可能不会爱你","Sep 18, 2011 - Dec 11, 2011","Sunday","Taiwan","95","13","Family,Romance,Friendship","我可能不會愛你","FTV","403","958","8.2","3835","Unrequited Love,Nice Male Lead,Best Friends,Childhood Friends,Ex-boyfriend Returns,Misunderstanding,Aging,Friends To Lovers,Lovers Separated,Sweet Male Lead","9267"
"Iryu Team Medical Dragon 2","Team Medical Dragon 2","Oct 11, 2007 - Dec 20, 2007","Thursday","Japan","45","11","Drama,Medical","医龍 Team Medical Dragon 2","Fuji TV","3436","962","0","0","Adapted From A Manga","936"
"Day and Night",",Bai Ye Zhui Xiong","Aug 30, 2017 - Oct 11, 2017","","China","45","32","Suspense,Investigation,Detective,Mystery,Crime","白夜追凶","Youku","4987","963","0","0","Brothers,Phobia,Identity Swap,Nyctophobia,Police Officer,Dark Plot,Wrongfully Accused,Twins,Death,Murder","520"
"The Mystic Nine","Old Nine Door,盗墓笔记前传老九门,Lao Jiu Men,Old Nine Gates","Jul  4, 2016 - Sep 12, 2016","Monday,Tuesday","China","40","48","Suspense,Adventure,Friendship,Action,Romance,Historical,Supernatural","老九门","iQiyi","1169","964","8.3","927","Sassy Female Lead,Rich Female Lead,Possessive Male Lead,Leadership,Calm Second Male Lead,Fight,Secondary Couple,EXO,Tomb Raiding,Strong Male Lead","3589"
"Wake Up Ladies","Wake Up ชะนี the Series,Wake Up Chanee The Series,Wake Up The Series,Wake Up Ladies The Series","Mar 17, 2018 - Jun 16, 2018","Saturday","Thailand","50","13","Drama,Romance,Comedy,Friendship","Wake Up ชะนี","GMM One","5597","965","0","0","Gay Character,Adapted From A Novel,LGBTQ+,Multiple Couples,Gay Relationship","429"
"Boy Hood","Our Sixteen Year Old,,Boyhood,我们的十六岁","Jul  9, 2017 - Aug  1, 2017","","China","45","39","School,Youth,Sports","我们的少年时代","Hunan TV","4776","966","0","0","Baseball","562"
"Kahogo no Kahoko","Overprotected Kahoko,Overprotectiveness's Kahoko","Jul 12, 2017 - Sep 13, 2017","Wednesday","Japan","60","10","School,Comedy,Life,Drama,Romance,Family","過保護のカホコ","NTV","758","969","8.2","2428","Family Relationship,Female Chases Male First,Father-Daughter Relationship,Hardworking Male Lead,Huge Family,Grandma-Granddaughter Relationship,Painting,Mother-Daughter Relationship,Hardworking Female Lead,Childish Female Lead","5383"
"Die Now","Duan Nao","Dec  6, 2017 - Jan  9, 2018","","China","36","20","Suspense,Sci-Fi,Mystery","端脑","Sohu TV","3394","968","8.4","265","Adapted From A Manhua","956"
"In This Corner of the World","Kono Sekai no Katasumi ni","Jul 15, 2018 - Sep 16, 2018","Sunday","Japan","54","9","Life,Drama,Romance,War,Historical","この世界の片隅に","TBS","4059","971","8.9","72","","734"
"Faith","Shinui,The Great Doctor","Aug 13, 2012 - Oct 30, 2012","Monday,Tuesday","South Korea","63","24","Fantasy,Medical,Action,Drama,Romance,Historical","신의","SBS","59","972","8.2","15591","Fate,Sassy Female Lead,Elemental Power,Older Woman/Younger Man,Swordsman,Smart Female Lead,Bodyguard,Doctor,Time Travel,Goryeo Dynasty","30091"
"Back to 1989","","Jan 22, 2016 - Jun 24, 2016","Friday","Taiwan","75","21","Life,Drama,Sci-Fi,Romance,Family","1989一念間","SET TV","1495","979","8.3","988","Time Travel","2763"
"Kill It","Beulroo Aizeu,Blue Eye,Beullu ai,Blue Eyes,블루 아이","Mar 23, 2019 - Apr 28, 2019","Saturday,Sunday","South Korea","60","12","Tragedy,Action,Drama,Detective,Mystery,Thriller,Crime","킬잇","OCN","351","981","8.2","4105","Calm Male Lead,Minimal Romance,Badass Male Lead,Tough Male Lead,Murder,Hidden Past,Orphan,Serial Killer,Strong Male Lead,Strong Female Lead","10598"
"Leh Nangfah",",Angel Magic,Fairy Magic","Apr  7, 2014 - Jul  8, 2014","Monday,Tuesday","Thailand","60","28","Romance,Fantasy,Comedy","เล่ห์นางฟ้า","Channel 5","2000","982","8.3","822","Personal Growth,Nice Male Lead,Airhead Female Lead,Transformation,Curse,Spoiled Female Lead,Orphan Female Lead,Rich Female Lead,Angel,Rich Male Lead","1991"
"Suparburoot Jorm Jon: Maturot Lohgan","Gentleman Thief Series 2","Sep 22, 2019 - Nov  1, 2019","Saturday,Friday,Sunday","Thailand","95","16","Fantasy,Action,Drama,Romance,Crime","สุภาพบุรุษจอมโจร - มธุรสโลกันตร์","Channel 7","5208","986","8.5","175","Hate To Love,Arranged Marriage,Love–Hate Relationship,Adapted From A Novel,Soldier,Kidnapping,Older Man/Younger Woman,Twins,Thieves","483"
"God's Quiz Season 4",",Shineui Kwijeu Shijoon 4,Shinui Quiz 4","May 18, 2014 - Aug  3, 2014","Sunday","South Korea","65","12","Drama,Investigation,Medical,Mystery","신의 퀴즈 시즌4","OCN","1652","991","8.3","1008","Stalking,Calm Female Lead,Secret,Smart Female Lead,Attempted Assault,Attempted Murder,Police Officer,Slight Romance,Attempted Suicide,Competent Protagonist","2494"
"Memory Lost","Mei Ren Wei Xian","Oct 24, 2016 - Nov  8, 2016","Monday,Tuesday","China","45","12","Suspense,Friendship,Action,Investigation,Romance,Detective,Mystery,Crime","美人为馅","iQiyi","853","992","8.2","1301","Criminal Psychologist,Secret,Adapted From A Novel,Smart Female Lead,Independent Female Lead,Forensics,Forensic Pathologist,Smart Male Lead,Cold Male Lead,Rape","4771"
"The Package","Deo Paekiji","Oct 13, 2017 - Nov 18, 2017","Saturday,Friday","South Korea","60","12","Comedy,Adventure,Friendship,Life,Drama,Romance,Mystery","더 패키지","jTBC","463","994","8.2","3025","Smart Protagonist,Tourism,Flashback To Past,Competent Protagonist,Tough Female Lead,Workplace Abuse,Sly Character,Mature Protagonist,Nice Female Lead,France","8209"
"The Greatest Love","El más grandioso amor,The Discovery of Affection,Best Love,Choigoui Sarang","May  4, 2011 - Jun 23, 2011","Wednesday,Thursday","South Korea","65","16","Romance,Business,Comedy","최고의 사랑","MBC","108","999","8.2","11716","Male Chases Female First,Hate To Love,Actor,Show Business,Sweet Second Male Lead,Obsession,Rich Man/Poor Woman,Actress,Love Triangle,Hardworking Female Lead","21317"
"Kagi no Kakatta Heya","Locked Room,The Locked Room Murders,The Locked Room","Apr 16, 2012 - Jun 25, 2012","Monday","Japan","45","11","Suspense,Investigation,Detective,Mystery","鍵のかかった部屋","Fuji TV","1168","997","8.2","1730","Lawyer,V6,Arashi,Locksmith,Episodic Format,Signature Move,Locked Room Mystery,Eccentric Male Lead,Death,Nikkan Daily Sports Drama GP","3600"
"Eulachacha Waikiki 2","으라차차 와이키키 두,Woohoo Waikiki 2,Waikiki 2,Laughter in Waikiki 2,Welcome to Waikiki S2,Welcome to Waikiki Season 2,Go Go Waikiki 2","Mar 25, 2019 - May 14, 2019","Monday,Tuesday","South Korea","70","16","Comedy,Friendship,Life,Drama,Romance,Youth","으라차차 와이키키 2","jTBC,Viki","685","1002","8.2","2330","First Love,Sharehouse,Bromance,Slow Burn Romance,Childhood Friends,Poor Female Lead,Misunderstanding,Housemate,Multiple Mains,Chef","5859"
"The Journey of Flower","The Strange Fate of Xianxia,仙侠奇缘,Xian Xia Qi Yuan Zhi Hua,Hua Qian Gu,The Legend of Hua Qian Gu,仙侠奇缘之花千骨","Jun  9, 2015 - Sep  7, 2015","Monday,Sunday","China","45","50","Martial Arts,Fantasy,Romance,Historical,Wuxia","花千骨","Hunan TV","763","1008","8.2","1952","Tearjerker,Unrequited Love,Female Warrior,Reverse-Harem,Older Man/Younger Woman,Student/teacher,Age Gap,Xianxia,Master-Student Relationship,Star Crossed Lovers","5363"
"Evil Minds","Psychological Crime,Profiler,,Criminal Minds","May  8, 2015 - Nov 30, 2015","Monday,Tuesday","China","30","24","Psychological,Drama,Detective,Investigation,Mystery,Thriller,Crime","心理罪","iQiyi","2123","1003","8.4","286","Web Series","1857"
"Black & White","Black and White,Pi Tzu Ying Hsiung,Pi Zi Ying Xiong","Apr 11, 2009 - Jun 27, 2009","Saturday","Taiwan","55","24","Comedy,Action,Drama,Romance,Detective","痞子英雄","PTS","1091","1005","0","0","Mafia,Police","3826"
"The K2","Kaytoo,K2,Deo Keitu","Sep 23, 2016 - Nov 12, 2016","Saturday,Friday","South Korea","60","16","Political,Action,Psychological,Drama,Romance,Thriller","더 케이투","tvN","49","1007","8.2","16286","Badass Male Lead,Naive Female Lead,Professional Killer,Evil Stepmother,Bodyguard,Revenge,Tragic Past,Tough Male Lead,Trauma,Power Struggle","31776"
"Memories of the Alhambra","Alhambeuraui Gungjeonui Chooeok,Memories of Alhambra Palace,Alhambeura Goongjeonui Chooeok","Dec  1, 2018 - Jan 20, 2019","Saturday,Sunday","South Korea","70","16","Comedy,Action,Sci-Fi,Romance,Melodrama,Mystery,Thriller","알함브라 궁전의 추억","tvN,Netflix","124","1006","8.2","9758","Virtual Game,Murder,Poor Female Lead,Video Game Elements,Game,Rich Guy/Poor Girl,Augmented Reality,Filmed Abroad,Death,Hardworking Female Lead","19782"
"The Great White Tower","Shiroi Kyoto","Oct  9, 2003 - Mar 18, 2004","Thursday","Japan","45","21","Drama,Business,Political,Medical","白い巨塔","Fuji TV","6012","1009","0","0","Yamazaki Toyoko,Adapted From A Novel","379"
"Family",",Paemilli,Dagchigo Paemilli,닥치고 패밀리,Shut Up Family","Aug 13, 2012 - Feb  6, 2013","Friday,Monday,Thursday,Wednesday,Tuesday","South Korea","25","120","School,Comedy,Friendship,Sitcom,Romance,Family","패밀리","KBS2","2503","1013","0","0","Cold Female,Male Chases Female First,Neighbours,Airhead Female Lead,Smart Female Lead,Sibling,Huge Family,Brother And Sister,Mother-Daughter Relationship,Strong Female Lead","1482"
"King of Baking, Kim Tak Goo","Jeppangwang Kim Tak Goo,Baker King,Love and Dreams,Bread,Kim Tak Goo,Jeppangwang Kim Tak Gu,King of Baking","Jun  9, 2010 - Sep 16, 2010","Wednesday,Thursday","South Korea","70","30","Food,Drama,Romance,Melodrama,Family","제빵왕 김탁구","KBS2","241","1015","8.2","7109","Evil Stepmother","14102"
"Yakou Kanransha","Yakou Kanransya,Ferris Wheel at Night,Yako Kanransha","Jan 18, 2013 - Mar 22, 2013","Friday","Japan","45","10","Suspense,Psychological,Mystery","夜行観覧車","TBS","2593","1016","0","0","Minato Kanae,Family Relationship,Adapted From A Novel,Kanjani 8,Housewife Bullying,Mother-Daughter Relationship,Multi Part Story,Murder","1406"
"Moonlight Resonance","Heart Of Greed 2","Jul 28, 2008 - Sep 21, 2008","Friday,Monday,Thursday,Wednesday,Tuesday","Hong Kong","45","40","Drama,Romance,Business,Family","溏心風暴之家好月圓","TVB Jade","3184","1019","8.3","563","","1052"
"Lost Love in Times","Zui Ling Long,Drunken Exquisiteness","Jul 13, 2017 - Sep 29, 2017","Friday,Thursday","China","45","56","Historical,Romance,Fantasy","醉玲珑","Dragon TV","867","1018","8.2","1521","Adapted From A Novel,Magicians,Prince,Fantasy World,Time Travel,Love Triangle,Strong Female Lead","4685"
"Shut Up: Flower Boy Band","Dakchigo Kkotminam Band,Flower Boy Band: Eye Candy,Shut Up And Let's Go,Dakchigo Kkotminam Baendeu,Amor musical","Jan 30, 2012 - Mar 20, 2012","Monday,Tuesday","South Korea","45","16","Tragedy,Friendship,Drama,Romance,Youth,Music","닥치고 꽃미남밴드","tvN","58","1022","8.2","14893","Neighbours,Bromance,Boygroup,Flower Boys,Band,Idol Actor,Muse","30148"
"Love After School","High School Scandal  Love After School","Nov 28, 2017 - Jan 16, 2018","","South Korea","8","8","Youth,School,Romance,Drama","방과후연애","","3738","1023","8.3","363","First Love,Steamy Kiss,Funny Male Lead,Friends To Lovers,Web Series","829"
"Save Me 2","Goohaejwoe 2,구해줘 2: 사이비,Rescue Me 2,Save Me 2: The Fake","May  8, 2019 - Jun 27, 2019","Wednesday,Thursday","South Korea","60","16","Psychological,Mystery,Thriller","구해줘 2","OCN","2376","1024","8.3","408","Church,Cult,Airhead Male Lead,Domestic Abuse,Fake Religion,Brother And Sister,Manipulative Character,Hardworking Female Lead,Strong Male Lead,Street Fight","1590"
"Reply 1994","Answer Me 1994,Respond 1994,Eungdabhara 1994,Contéstame 1994,Contéstame 1997 Temporada 2,Respond To 1994,Reply 1997 Season 2,Answer To 1994","Oct 18, 2013 - Dec 28, 2013","Saturday,Friday","South Korea","77","21","Comedy,Friendship,Life,Drama,Romance,Youth,Sports,Family","응답하라 1994","tvN","109","1027","8.2","8909","Family Relationship,1990s,Unrequited Love,Best Friends,Childhood Friends,Student,Sismance,College Life,Love Triangle,Multiple Couples","21309"
"Yi San","Wind of the Palace,Lee San,Isan,I San,Yi San - King Jeong Jo","Sep 17, 2007 - Jun 16, 2008","Monday,Tuesday","South Korea","70","77","Historical,Romance,Political","이산","MBC","1660","1028","0","0","King,Joseon Dynasty,Political Intrigue,Skilled Killer,Death,Power Struggle","2483"
"The Vigilantes in Masks","Guai Xia Yi Zhi Mei,Strange Hero Yi Zhi Mei","Jan  1, 2011 - Jan 15, 2011","Saturday,Friday,Monday,Sunday,Thursday,Wednesday,Tuesday","China","45","30","Martial Arts,Adventure,Action,Romance,Historical,Wuxia","怪侠一枝梅","CCTV","1559","1030","0","0","Hidden Identity,Vigilante,Bromance,Thief,Strong Friendship,Ming Dynasty","2648"
"Khun Mae Suam Roy","You Are Me","Feb 15, 2018 - Mar 29, 2018","Friday,Monday,Thursday,Wednesday,Tuesday","Thailand","45","31","Drama,Romance,Mystery,Comedy","คุณแม่สวมรอย","Channel 3","2173","1029","8.3","783","Badass Female Lead,Male Chases Female First,Nice Male Lead,Cohabitation,Seaside,Impersonation,Power Struggle,Twins,Fake Marriage,Strong Female Lead","1801"
"The Count of Monte-Cristo: Great Revenge","Monte Cristo Haku,Monte Cristo Haku ~ Kareinaru Fukushuu","Apr 19, 2018 - Jun 14, 2018","Thursday","Japan","46","9","Suspense,Melodrama,Psychological,Drama","モンテ・クリスト伯 ―華麗なる復讐―","Fuji TV","3838","1042","8.4","196","Sexual Content,Prison Escape,Hidden Identity,Kanjani 8,Injustice,Classic,Torture,Corruption,Wrongfully Accused,Death","794"
"Hokuto","Hokuto: Some Murderer's Conversion,,Hokuto Aru Satsujinsha no Kaishin,Hokuto ~ Aru Satusjinsha no Kaishin","Mar 25, 2017 - Apr 22, 2017","Saturday","Japan","55","5","Psychological,Crime,Drama,Tragedy","北斗 -ある殺人者の回心-","WOWOW","5180","1036","0","0","Ishida Ira,Child Abuse,Adapted From A Novel,Tragic Past,Domestic Violence,Murder","488"
"Massan","","Sep 29, 2014 - Mar 28, 2015","Saturday,Friday,Monday,Thursday,Wednesday,Tuesday","Japan","15","150","Historical,Romance,Business,Life","マッサン","NHK","3903","1037","0","0","Asadora,Morning Drama,Based On True Story,Interracial","774"
